Time (ms),Device,Action,Details
1747483787387,Keyboard,Release,Key: d
1747483804863,Keyboard,Press,Key: a
1747483805946,Keyboard,Release,Key: a
1747483807465,Keyboard,Press,Key: d
1747483807751,Keyboard,Release,Key: d
1747483809438,Keyboard,Press,Key: d
1747483810110,Keyboard,Release,Key: d
1747483811133,Keyboard,Press,Key: d
1747483811494,Keyboard,Release,Key: d
1747483812182,Keyboard,Press,Key: d
1747483812501,Keyboard,Release,Key: d
1747483813827,Keyboard,Press,Key: d
1747483814389,Keyboard,Release,Key: d
1747483815093,Keyboard,Press,Key: d
1747483815682,Keyboard,Release,Key: d
1747483821287,Keyboard,Press,Key: a
1747483821489,Keyboard,Release,Key: a
1747483821726,Keyboard,Release,Key: w
1747483822345,Keyboard,Press,Key: w
1747483822866,Keyboard,Release,Key: w
1747483828923,Keyboard,Press,Key: w
1747483829839,Keyboard,Press,Key: d
1747483829980,Keyboard,Release,Key: d
1747483833530,Keyboard,Press,Key: d
1747483833791,Keyboard,Release,Key: d
1747483834413,Keyboard,Press,Key: a
1747483836442,Keyboard,Release,Key: a
1747483839394,Keyboard,Press,Key: d
1747483839649,Keyboard,Release,Key: d
1747483840150,Keyboard,Press,Key: d
1747483840427,Keyboard,Release,Key: d
1747483841039,Keyboard,Press,Key: d
1747483841190,Keyboard,Release,Key: d
1747483841660,Keyboard,Release,Key: w
1747483843447,Keyboard,Press,Key: w
1747483844344,Keyboard,Press,Key: d
1747483844663,Keyboard,Release,Key: d
1747483845956,Keyboard,Press,Key: a
1747483846283,Keyboard,Release,Key: a
1747483847029,Keyboard,Press,Key: a
1747483847156,Keyboard,Release,Key: a
1747483847457,Keyboard,Press,Key: a
1747483847584,Keyboard,Release,Key: a
1747483848507,Keyboard,Press,Key: d
1747483848835,Keyboard,Release,Key: d
1747483849069,Keyboard,Release,Key: w
1747483849221,Keyboard,Press,Key: a
1747483849882,Keyboard,Press,Key: w
1747483850185,Keyboard,Release,Key: a
1747483851185,Keyboard,Press,Key: d
1747483851361,Keyboard,Release,Key: d
1747483851604,Keyboard,Press,Key: d
1747483851812,Keyboard,Release,Key: d
1747483852292,Keyboard,Press,Key: d
1747483852661,Keyboard,Release,Key: d
1747483853524,Keyboard,Release,Key: w
1747483854281,Keyboard,Press,Key: w
1747483854809,Keyboard,Release,Key: w
1747483856351,Keyboard,Press,Key: w
1747483856469,Keyboard,Press,Key: d
1747483856706,Keyboard,Release,Key: d
1747483857334,Keyboard,Press,Key: d
1747483857737,Keyboard,Release,Key: d
1747483857979,Keyboard,Press,Key: d
1747483858475,Keyboard,Release,Key: d
1747483859381,Keyboard,Press,Key: d
1747483860656,Keyboard,Release,Key: d
1747483862896,Keyboard,Press,Key: d
1747483863055,Keyboard,Release,Key: d
1747483863483,Keyboard,Press,Key: d
1747483863667,Keyboard,Release,Key: d
1747483864346,Keyboard,Press,Key: d
1747483864481,Keyboard,Release,Key: d
1747483869624,Keyboard,Press,Key: d
1747483870011,Keyboard,Release,Key: d
1747483871036,Keyboard,Press,Key: d
1747483871159,Keyboard,Release,Key: d
1747483872737,Keyboard,Press,Key: a
1747483872930,Keyboard,Release,Key: a
1747483874222,Keyboard,Release,Key: w
1747483880610,Keyboard,Press,Key: w
1747483881457,Keyboard,Press,Key: a
1747483881716,Keyboard,Release,Key: a
1747483882186,Keyboard,Press,Key: a
1747483882480,Keyboard,Release,Key: a
